SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 0.2400, 24, -0.03605846, -0.68701136, -0.69409287, -4.64871597, 0.20751435, 6.42562294, -44.13914108, -9.73399544, -104.85237885, 47.09329605, 3.15204811, 26.41970444, 0.89465135, -0.38301587, -0.11580358, -0.19871473, 0.09130828, -0.04452291, 0.01453051, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1800, 18, -0.04786625, -1.00817311, 0.17771322, -10.31455231, 2.37683988, 1.44591355, -40.01753998, -21.10494041, 97.33995819, 99.26078796, -3.06344485, 91.84102631, 0.43579644, -0.54225588, -0.53507704, -0.47930419, -0.00546414, 0.02255825, -0.01726453, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2500, 25, -0.02859716, -0.68365198, -0.69209081, -3.99138427, 1.99009585, 5.17551708, -44.48991394, -9.26629639, -104.32621765, 47.05599976, 3.12831974, 26.46979332, 0.89467514, -0.38271970, -0.11572194, -0.19922510, 0.08329472, -0.04743499, 0.01200260, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1900, 19, -0.05147447, -0.99736232, 0.17232157, -10.82164764, 2.29242015, 0.97719687, -39.57907104, -20.72493362, 97.89534760, 99.15144348, -3.07673240, 91.86212921, 0.43616056, -0.54179376, -0.53466529, -0.47995490, -0.00211868, 0.01146397, -0.01372258, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2000, 20, -0.04891183, -0.98445052, 0.16241559, -10.30883312, 2.32594657, 0.81825787, -39.57907104, -20.72493362, 97.89534760, 99.04718018, -3.08847523, 91.88385010, 0.43650499, -0.54134172, -0.53428322, -0.48057681, -0.00488196, -0.00172425, -0.00564753, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2100, 21, -0.04667015, -0.98216921, 0.15275231, -9.01846981, 1.93259168, 1.11647773, -40.13446426, -20.63723946, 96.60917664, 98.95605469, -3.10250831, 91.90122223, 0.43679401, -0.54096889, -0.53392583, -0.48113090, -0.00735205, -0.00424868, 0.00235391, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2600, 26, -0.01727360, -0.68436438, -0.69335181, -3.22699523, 3.60278249, 4.20096397, -44.37298965, -10.49400711, -103.91698456, 47.00909424, 3.08634281, 26.54106712, 0.89468288, -0.38236237, -0.11555226, -0.19997323, 0.07160701, -0.04629597, 0.01277629, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2200, 22, -0.05145805, -0.98037726, 0.15660305, -7.88863468, 1.54730558, 1.60724449, -40.22215652, -21.39725113, 100.67231750, 98.87838745, -3.12042475, 91.91407013, 0.43701932, -0.54068369, -0.53358722, -0.48162225, -0.00285479, -0.00625321, -0.00292328, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2300, 23, -0.04928837, -0.98319894, 0.15576009, -6.47801590, 1.59346890, 1.72190893, -39.81291962, -22.56650162, 101.60771942, 98.81289673, -3.13988352, 91.92720032, 0.43717831, -0.54044968, -0.53329444, -0.48206466, -0.00535926, -0.00359993, -0.00328526, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2400, 24, -0.04164969, -0.99297708, 0.15562868, -5.78854942, 1.43430710, 1.80187404, -39.75445557, -21.51417732, 101.28617096, 98.75437927, -3.15986443, 91.93865967, 0.43730870, -0.54025215, -0.53302079, -0.48247042, -0.01333421, 0.00603476, -0.00421083, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2700, 27, -0.00708960, -0.68438631, -0.69382077, -2.31906104, 4.62030172, 3.33749151, -44.31452560, -10.37708282, -104.64776611, 46.98886108, 3.09409356, 26.59757042, 0.89465624, -0.38213244, -0.11576557, -0.20040816, 0.06099748, -0.04585490, 0.01276153, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2500, 25, -0.03582431, -0.99919587, 0.15617110, -5.41872931, 1.42205763, 1.92135906, -39.75445557, -21.51417732, 101.28617096, 98.69958496, -3.18099618, 91.94984436, 0.43741694, -0.54007459, -0.53275645, -0.48286265, -0.01952371, 0.01212465, -0.00572579, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2600, 26, -0.03731051, -1.01327336, 0.16086216, -5.78957081, 1.35878980, 2.02668357, -39.49137497, -21.63110161, 99.26921844, 98.64111328, -3.20306373, 91.96025848, 0.43754122, -0.53989041, -0.53246897, -0.48327321, -0.01841666, 0.02606997, -0.01140505, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2700, 27, -0.03186577, -1.01478612, 0.15866582, -6.86086082, 1.13765788, 1.66296196, -39.87138367, -21.51417732, 100.40923309, 98.57482147, -3.20930481, 91.96600342, 0.43779883, -0.53963518, -0.53219080, -0.48363107, -0.02415413, 0.02743369, -0.01031508, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2800, 28, 0.00309251, -0.69298059, -0.69988543, -1.42783856, 4.95576000, 2.55009484, -44.75299454, -9.38322163, -104.50160980, 46.97741699, 3.10985780, 26.65109062, 0.89461005, -0.38195848, -0.11604637, -0.20078346, 0.05104474, -0.03707407, 0.01864433, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2900, 29, 0.00768908, -0.70083344, -0.70147485, -1.05364847, 5.21657658, 2.09745312, -44.75299454, -9.38322163, -104.50160980, 46.96966553, 3.13069916, 26.70338821, 0.89455646, -0.38180453, -0.11636885, -0.20112804, 0.04677790, -0.02910510, 0.02013569, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2800, 28, -0.03473679, -0.99793440, 0.15449306, -7.87557507, 0.50031811, 1.41261339, -39.78368759, -21.51417732, 99.70768738, 98.49591064, -3.22401595, 91.96887207, 0.43808669, -0.53937864, -0.53181100, -0.48407426, -0.02140670, 0.01040156, -0.00739693, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3000, 30, 0.00970438, -0.70357811, -0.69943112, -0.82168496, 5.27140617, 1.60767543, -44.25606537, -11.40017509, -104.56006622, 46.96411514, 3.15546608, 26.75269318, 0.89450294, -0.38166294, -0.11671558, -0.20143354, 0.04517407, -0.02627330, 0.01803155, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2900, 29, -0.04078247, -0.98110825, 0.14678930, -8.04596043, 0.14163345, 1.14547467, -39.72522736, -22.36188316, 98.83074951, 98.41546631, -3.23555350, 91.96860504, 0.43841025, -0.53911799, -0.53142256, -0.48449808, -0.01558672, -0.00661163, -0.00106591, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.3000, 30, -0.04280096, -0.97165424, 0.14315903, -7.79226542, -0.20531048, 0.80651015, -39.72522736, -22.36188316, 98.83074951, 98.33771515, -3.24322963, 91.96540070, 0.43875220, -0.53886575, -0.53104717, -0.48488057, -0.01372214, -0.01625483, 0.00121092, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3100, 31, 0.00628124, -0.70075721, -0.69540632, -0.92800152, 5.15246105, 0.96076322, -44.69453430, -9.09090900, -104.26775360, 46.94219208, 3.14172173, 26.81028938, 0.89446646, -0.38145986, -0.11676210, -0.20195264, 0.04888178, -0.02896182, 0.01388815, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3200, 32, 0.00733256, -0.69703519, -0.68731421, -1.03549135, 5.81803942, 0.06508058, -45.07453918, -9.67553329, -104.76468658, 46.93418884, 3.18145037, 26.85286331, 0.89444149, -0.38127649, -0.11719802, -0.20215684, 0.04788646, -0.03245901, 0.00555988, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.3100, 31, -0.04652264, -0.96886277, 0.13844480, -6.83776140, -0.37513423, 0.86734176, -40.19292450, -21.89418221, 101.72463989, 98.26962280, -3.25126767, 91.96043396, 0.43905434, -0.53865993, -0.53070271, -0.48521292, -0.01013556, -0.01921708, 0.00467984, 0.00000000, 0.00000000, 0.00000000, 0.00000000
