1,-0.0001,0.0,0.10455687,0.2267887,1.16253185,7.08042669,-26.79871559,41.28312302,10.26015759,35.86670685,-58.98859787,-170.6309509,4.36760187,91.41139984,-0.02980903,-0.69773346,-0.71067959,0.0849354,-0.02858273,-0.06034664,-0.17955555,0.0,0.0,0.0,0.0
2,0.0,0.0,1.18774247,0.04226951,-0.09519654,-6.53334761,-7.14416742,-22.32481003,25.54808426,33.17743301,-35.63285446,34.66123962,83.74871063,140.4719391,0.42748258,0.52465671,-0.42420852,-0.60169864,-0.19334713,-0.10661066,0.01048229,0.0,0.0,0.0,0.0
1,0.0099,1.0,0.10852964,0.21451639,1.17228913,11.95411968,-28.3630867,42.41267014,10.4063139,35.22361755,-59.0178299,-170.5416107,4.71821833,91.03929901,-0.02844948,-0.70010895,-0.70808107,0.08751813,-0.02653398,-0.04685204,-0.18993844,0.0,0.0,0.0,0.0
2,0.01,1.0,1.15269923,0.12141795,-0.09645116,-11.52597523,-11.6173954,-20.84965706,25.10961723,33.11896896,-35.74977875,32.37421799,83.76906586,138.2880859,0.42847058,0.52526355,-0.42221436,-0.60186893,-0.1582291,-0.18190446,0.0089878,0.0,0.0,0.0,0.0
1,0.0199,2.0,0.12596972,0.22610278,1.17683184,15.44023991,-28.93261147,41.3740387,10.8155508,34.75592041,-59.25167847,-170.4186859,5.07338572,90.67887115,-0.02727543,-0.70239264,-0.70550567,0.09034657,-0.03780061,-0.05660786,-0.19537926,0.0,0.0,0.0,0.0
2,0.02,2.0,1.13316274,0.20860754,-0.11179576,-15.15891647,-12.9262104,-21.93280411,25.57731628,33.61590195,-35.89593506,29.77309227,83.78072357,135.8314056,0.42944014,0.52604914,-0.41982797,-0.60216105,-0.13861552,-0.26523414,0.02110625,0.0,0.0,0.0,0.0
1,0.0299,3.0,0.15304624,0.25871709,1.17994142,18.37337112,-28.34124184,38.85301208,11.95556831,33.90821457,-59.31014252,-170.2663269,5.41927958,90.34298706,-0.02633761,-0.70450473,-0.70304519,0.0933112,-0.05878964,-0.08686389,-0.19960994,0.0,0.0,0.0,0.0
2,0.03,3.0,1.11778414,0.29561391,-0.12560719,-16.82621384,-11.89396095,-24.31958199,25.43115997,33.2943573,-35.95439911,27.1253376,83.79438782,133.3382263,0.43036926,0.52696151,-0.4173817,-0.60240066,-0.12316131,-0.34785286,0.03170476,0.0,0.0,0.0,0.0
1,0.0399,4.0,0.20285957,0.26972663,1.18527174,20.96882439,-26.98553085,35.2089119,11.54633141,34.78514862,-60.0701561,-170.0853272,5.74891996,90.04169464,-0.02566511,-0.70638484,-0.70076805,0.09636381,-0.10276079,-0.09503555,-0.20611899,0.0,0.0,0.0,0.0
2,0.04,4.0,1.12947822,0.38334146,-0.14495313,-17.57036018,-8.05171585,-27.9766674,25.54808426,33.49897766,-35.83747482,24.30813408,83.84568024,130.6823883,0.43130875,0.52823371,-0.41487139,-0.60234857,-0.13471583,-0.43086627,0.04844837,0.0,0.0,0.0,0.0
